,Mes,temperature_2m_max,temperature_2m_min,precipitation_sum,winddirection_10m_dominant,SEREMI
120,2024-02,30.6,14.475,4.1,254.39285714285717,Del Maule
121,2024-03,26.01935483870968,11.387096774193548,6.9,218.5483870967742,Del Maule
122,2024-04,18.836666666666662,7.75,77.8,234.2333333333333,Del Maule
123,2024-05,11.841935483870968,3.167741935483871,105.8,120.03225806451611,Del Maule
124,2024-06,11.856666666666666,4.986666666666666,344.3,84.3,Del Maule
125,2024-07,9.958064516129031,0.1193548387096774,5.9,154.5483870967742,Del Maule
126,2024-08,12.193548387096774,3.0806451612903225,182.1,150.4516129032258,Del Maule
127,2024-09,15.466666666666669,4.64,100.7,233.8,Del Maule
128,2024-10,20.88064516129032,8.112903225806452,9.6,245.70967741935485,Del Maule
129,2024-11,23.290000000000003,9.453333333333337,10.6,229.9,Del Maule
130,2024-12,27.503225806451614,11.406451612903227,0.1,246.8709677419355,Del Maule
131,2025-01,31.16774193548387,13.890322580645162,0.0,251.0,Del Maule
132,2025-02,30.49285714285714,13.417857142857144,0.0,237.1071428571429,Del Maule
0,2014-01,17.86774193548387,10.067741935483872,75.2,244.1290322580645,Chiloé
1,2014-02,18.642857142857142,10.56785714285714,37.9,232.28571428571428,Chiloé
2,2014-03,15.741935483870968,8.787096774193548,76.4,249.9032258064516,Chiloé
3,2014-04,14.326666666666666,7.73,120.0,239.7333333333333,Chiloé
4,2014-05,11.861290322580643,7.041935483870968,219.4,208.5483870967742,Chiloé
5,2014-06,9.903333333333334,5.383333333333334,236.3,220.6,Chiloé
6,2014-07,9.658064516129032,4.948387096774193,215.9,200.8709677419355,Chiloé
7,2014-08,11.380645161290325,6.525806451612904,161.3,220.5483870967742,Chiloé
8,2014-09,11.476666666666668,6.133333333333334,150.0,217.2333333333333,Chiloé
9,2014-10,13.32258064516129,6.935483870967742,155.8,254.38709677419357,Chiloé
10,2014-11,13.69,7.75,80.2,265.3,Chiloé
11,2014-12,15.874193548387098,9.287096774193548,57.1,259.0967741935484,Chiloé
12,2015-01,18.82903225806452,10.78064516129032,18.2,232.83870967741936,Chiloé
13,2015-02,19.62857142857143,10.603571428571428,9.5,221.2142857142857,Chiloé
14,2015-03,18.02258064516129,10.264516129032256,86.7,271.7741935483871,Chiloé
15,2015-04,14.97,8.273333333333333,141.4,221.4,Chiloé
16,2015-05,12.661290322580646,8.393548387096773,254.6,223.48387096774192,Chiloé
17,2015-06,10.046666666666663,5.693333333333333,162.8,237.76666666666668,Chiloé
18,2015-07,9.580645161290322,5.106451612903226,299.1,243.2258064516129,Chiloé
19,2015-08,10.235483870967744,5.003225806451613,215.6,200.74193548387095,Chiloé
20,2015-09,10.68,4.963333333333334,69.3,211.6,Chiloé
21,2015-10,13.248387096774191,5.932258064516129,87.4,205.74193548387095,Chiloé
22,2015-11,14.96,7.81,69.2,239.56666666666663,Chiloé
23,2015-12,16.503225806451614,9.619354838709675,78.7,260.2258064516129,Chiloé
24,2016-01,20.141935483870967,11.229032258064516,37.2,213.1290322580645,Chiloé
25,2016-02,18.542857142857144,10.946428571428571,37.7,249.67857142857144,Chiloé
26,2016-03,18.458064516129035,10.051612903225807,46.5,214.70967741935485,Chiloé
27,2016-04,14.256666666666666,7.1433333333333335,103.1,193.76666666666668,Chiloé
28,2016-05,14.0,7.683870967741935,47.6,102.16129032258064,Chiloé
29,2016-06,10.89,5.16,44.2,212.2,Chiloé
