,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_S,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
72,2020-01-01,1104.0,541.0,567.0,2.0,49.0,4.35,1.29,155.0,35.61,3.66,19.37741935483871,10.19032258064516,66.3,False,False,False,True,1,1,1105.0,1070.0,1102.0,1093.0,-1.0,0.490036231884058,526.0,35.64333333333334,152.66666666666666,2.3333333333333335,9.18709677419355,17.666093189964155,89.36666666666663,9.495637564282376,73195.2,1111.0,1037.6666666666667
73,2020-02-01,1016.0,530.0,490.0,1.0,52.17,4.37,0.65,153.0,35.03,3.2,18.964285714285715,10.582142857142856,63.2,False,False,False,True,2,1,1104.0,1105.0,1070.0,1075.0,-88.0,0.5216535433070866,535.3333333333334,35.43000000000001,149.66666666666666,2.3333333333333335,8.38214285714286,18.671966205837176,64.89999999999998,9.892786839145106,64211.200000000004,987.0,942.5
74,2020-03-01,1079.0,461.0,510.0,4.0,42.72,3.56,3.23,124.0,34.81,4.11,19.01290322580645,10.893548387096772,72.10000000000001,False,False,False,True,3,1,1016.0,1104.0,1105.0,1066.3333333333333,63.0,0.4272474513438369,510.6666666666667,35.150000000000006,144.0,2.3333333333333335,8.119354838709679,19.11820276497696,67.19999999999997,8.12321444587282,77795.90000000001,1113.0,1021.0909090909091
75,2020-04-01,990.0,320.0,289.0,5.0,32.32,2.15,7.04,71.0,33.0,4.07,15.7,8.923333333333334,140.7,False,True,False,False,4,2,1079.0,1016.0,1104.0,1028.3333333333333,-89.0,0.32323232323232326,437.0,34.28000000000001,116.0,3.3333333333333335,6.7766666666666655,17.892396313364056,91.99999999999996,5.074747474747475,139293.0,1077.0,1007.9090909090909
76,2020-05-01,1037.0,404.0,345.0,4.0,38.96,2.69,4.44,90.0,33.45,3.83,13.661290322580646,7.670967741935483,193.5,False,False,True,False,5,2,990.0,1079.0,1016.0,1035.3333333333333,47.0,0.38958534233365477,395.0,33.753333333333345,95.0,4.333333333333333,5.990322580645163,16.124731182795696,135.4333333333333,5.322238467042026,200659.5,1115.0,1025.909090909091
77,2020-06-01,1033.0,489.0,431.0,0.0,47.34,2.47,0.0,85.0,34.43,5.07,10.253333333333334,5.803333333333333,295.1,False,False,True,False,6,2,1037.0,990.0,1079.0,1020.0,-4.0,0.47337850919651503,404.3333333333333,33.62666666666667,82.0,3.0,4.450000000000001,13.204874551971324,209.76666666666665,4.8537076476282675,304838.30000000005,1059.0,1001.0
78,2020-07-01,1003.0,556.0,793.0,4.0,55.43,4.11,3.01,133.0,32.35,5.96,9.51290322580645,4.635483870967741,223.9,False,True,False,False,7,3,1033.0,1037.0,990.0,1024.3333333333333,-30.0,0.5543369890329013,483.0,33.410000000000004,102.66666666666667,2.6666666666666665,4.877419354838709,11.142508960573474,237.5,5.273354131154922,224571.7,1097.0,1024.3636363636363
79,2020-08-01,1020.0,565.0,492.0,2.0,55.39,3.68,1.65,121.0,32.9,4.07,10.209677419354838,4.300000000000001,166.79999999999998,False,False,True,False,8,3,1003.0,1033.0,1037.0,1018.6666666666666,17.0,0.553921568627451,536.6666666666666,33.22666666666668,113.0,2.0,5.909677419354837,9.991971326164872,228.6,5.655360531309298,170135.99999999997,1092.0,1019.7272727272727
80,2020-09-01,988.0,508.0,502.0,3.0,51.42,3.73,2.44,123.0,32.93,4.08,11.906666666666666,4.566666666666666,149.39999999999998,False,False,True,False,9,3,1020.0,1003.0,1033.0,1003.6666666666666,-32.0,0.5141700404858299,543.0,32.726666666666674,125.66666666666667,3.0,7.34,10.543082437275984,180.0333333333333,6.122051282051282,147607.19999999998,1047.0,985.0909090909091
81,2020-10-01,1005.0,507.0,522.0,7.0,50.45,4.47,4.83,145.0,32.42,3.6,13.764516129032256,4.912903225806452,67.60000000000001,False,False,False,True,10,4,988.0,1020.0,1003.0,1004.3333333333334,17.0,0.5044776119402985,526.6666666666666,32.75000000000001,129.66666666666666,4.0,8.851612903225803,11.960286738351252,127.93333333333332,6.943890226287913,67938.00000000001,1102.0,1029.7272727272727
82,2020-11-01,919.0,558.0,509.0,6.0,60.72,4.8,4.08,147.0,30.63,3.46,16.616666666666667,8.233333333333333,86.4,False,False,True,False,11,4,1005.0,988.0,1020.0,970.6666666666666,-86.0,0.6071817192600653,524.3333333333334,31.99333333333334,138.33333333333334,5.333333333333333,8.383333333333335,14.095949820788528,101.13333333333331,10.089336235038084,79401.6,1070.0,999.4545454545455
83,2020-12-01,1004.0,497.0,611.0,6.0,49.5,4.38,4.23,142.0,32.39,4.3,16.91290322580645,9.14516129032258,96.1,False,False,True,False,12,4,919.0,1005.0,988.0,976.0,85.0,0.4950199203187251,520.6666666666666,31.813333333333343,144.66666666666666,6.333333333333333,7.767741935483869,15.764695340501788,83.36666666666666,8.372224007197017,96484.4,1105.0,1034.6363636363637
